date_time, temperature
05/04/2023 00:46:52, 20
05/04/2023 00:47:04, 19
05/04/2023 00:47:35, 18
05/04/2023 00:54:23, 19
05/04/2023 00:54:50, 18
05/04/2023 00:56:20, 18
05/04/2023 01:00:21, 20
05/04/2023 01:01:06, 18
05/04/2023 01:02:06, 18
05/04/2023 01:02:12, 18
05/04/2023 01:03:10, 18
05/04/2023 01:03:57, 18
07/04/2023 01:11:46, 18
07/04/2023 01:11:57, 18
13/04/2023 18:08:05, 18
13/04/2023 18:08:54, 18
